Name,DateTime,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeinDays,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,AvgAge,MixType,Hair,BlendedColor,ReducedPattern,ID
Jewel,2014-10-07 17:54:00,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White,1.0,2014,10,1,17,41,7,False,365.0,Puppy/Kitten,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,9864
,2014-04-17 17:40:00,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Blue Tabby,0.0,2014,4,3,17,16,17,False,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Medium,grey,Tabby,9865
Savage,2015-09-21 14:21:00,Dog,Spayed Female,4 years,Toy Fox Terrier Mix,White/Black,1.0,2015,9,0,14,39,21,False,1460.0,Adult,Spayed Female,10.0,1.0,4.0,3.0,15.0,Mix,Long,grey,BiColor,9866
Nala,2015-08-19 18:13:00,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,1.0,2015,8,2,18,34,19,True,62.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Tabby,9867
Lexus,2015-12-15 11:55:00,Dog,Spayed Female,3 years,Pit Bull Mix,White/Liver,1.0,2015,12,1,11,51,15,True,1095.0,Young Adult,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,9868
Amy,2015-02-09 15:07:00,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,2,0,15,7,9,False,186.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Tabby,9869
Butters,2015-02-05 17:20:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Orange,1.0,2015,2,3,17,6,5,False,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,khaki,BiColor,9870
,2015-09-30 09:00:00,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,0.0,2015,9,2,9,40,30,False,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Tabby,9871
Buster,2015-01-12 18:54:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby,1.0,2015,1,0,18,3,12,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,rosybrown,Tabby,9872
Coal,2015-10-15 12:47:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,1.0,2015,10,3,12,42,15,False,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,9873
Oreo,2015-08-22 16:12:00,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,1.0,2015,8,5,16,34,22,True,62.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,BiColor,9874
Lucy,2015-07-28 09:57:00,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,7,1,9,31,28,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,9875
,2015-07-15 16:13:00,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0,2015,7,2,16,29,15,True,21.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,9876
Nate,2016-01-31 12:13:00,Dog,Neutered Male,8 years,Miniature Schnauzer,Black,1.0,2016,1,6,12,4,31,True,2920.0,Senior,Neutered Male,16.0,2.0,4.0,3.0,13.0,Pure,Short,black,Solid,9877
Patch,2014-07-18 16:27:00,Dog,Spayed Female,16 years,Cocker Spaniel Mix,Cream,1.0,2014,7,4,16,29,18,True,5840.0,Geriatric,Spayed Female,27.0,2.0,4.0,4.0,14.0,Mix,Short,tan,Solid,9878
Crumpet,2015-02-15 12:48:00,Dog,Neutered Male,8 years,Miniature Poodle Mix,White,1.0,2015,2,6,12,7,15,True,2920.0,Senior,Neutered Male,14.0,2.0,5.0,4.0,16.0,Mix,Short,white,Solid,9879
Tori,2016-01-29 11:50:00,Cat,Spayed Female,10 years,Domestic Longhair Mix,Tortie,1.0,2016,1,4,11,4,29,True,3650.0,Senior,Spayed Female,9.0,1.0,3.0,3.0,11.0,Mix,Long,Not_clear,TriColor,9880
Zoey,2015-08-31 17:37:00,Dog,Spayed Female,3 months,Jack Russell Terrier Mix,Brown/White,1.0,2015,8,0,17,36,31,True,93.0,Infant,Spayed Female,15.0,2.0,3.0,4.0,14.0,Mix,Medium,rosybrown,BiColor,9881
Tex,2014-07-12 17:49:00,Dog,Neutered Male,1 year,Blue Lacy Mix,Tan/White,1.0,2014,7,5,17,28,12,True,365.0,Puppy/Kitten,Neutered Male,52.0,4.0,3.0,3.0,12.0,Mix,Short,wheat,BiColor,9882
,2015-06-05 10:04:00,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.0,2015,6,4,10,23,5,False,21.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,rosybrown,Tabby,9883
,2014-06-29 17:50:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0,2014,6,6,17,26,29,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,black,Solid,9884
Darwin,2016-02-13 13:54:00,Dog,Neutered Male,6 months,German Shepherd Mix,Black,1.0,2016,2,5,13,6,13,True,186.0,Puppy/Kitten,Neutered Male,70.0,4.0,5.0,3.0,12.0,Mix,Medium,black,Solid,9885
,2013-12-06 11:30:00,Dog,Intact Female,1 month,Rottweiler Mix,Brown/Tan,0.0,2013,12,4,11,49,6,True,31.0,Infant,Intact Female,100.0,5.0,4.0,2.0,9.0,Mix,Short,indianred,BiColor,9886
Oliver,2014-10-30 17:35:00,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,1.0,2014,10,3,17,44,30,False,365.0,Puppy/Kitten,Intact Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,grey,BiColor,9887
Pete,2015-07-14 12:36:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,1.0,2015,7,1,12,29,14,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,BiColor,9888
,2014-02-05 13:19:00,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby,0.0,2014,2,2,13,6,5,False,730.0,Young Adult,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,orange,Tabby,9889
Dallas,2013-10-21 19:00:00,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White,1.0,2013,10,0,19,43,21,False,2555.0,Senior,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,salmon,BiColor,9890
Sugar,2015-04-12 14:32:00,Cat,Spayed Female,13 years,Manx Mix,White,1.0,2015,4,6,14,15,12,True,4745.0,Geriatric,Spayed Female,9.0,1.0,3.0,3.0,9.0,Mix,Short,white,Solid,9891
Oreo,2014-01-06 17:46:00,Dog,Spayed Female,11 months,Australian Shepherd Mix,Black/White,1.0,2014,1,0,17,2,6,True,341.0,Puppy/Kitten,Spayed Female,50.0,3.0,5.0,3.0,14.0,Mix,Short,grey,BiColor,9892
Rodney,2015-05-24 11:31:00,Dog,Neutered Male,7 years,Pit Bull Mix,Tan/White,1.0,2015,5,6,11,21,24,True,2555.0,Senior,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,wheat,BiColor,9893
,2015-07-05 17:36:00,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Orange Tabby,0.0,2015,7,6,17,27,5,True,21.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,orange,Tabby,9894
,2015-09-17 12:23:00,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,0.0,2015,9,3,12,38,17,False,21.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,9895
,2013-12-29 13:59:00,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Tortie,0.0,2013,12,6,13,52,29,True,310.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,Not_clear,TriColor,9896
,2014-09-30 17:50:00,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico,0.0,2014,9,1,17,40,30,False,248.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,14.0,Mix,Short,Not_clear,TriColor,9897
Rhodes,2015-06-11 15:36:00,Dog,Neutered Male,5 months,Labrador Retriever/Rottweiler,Black/White,1.0,2015,6,3,15,24,11,False,155.0,Infant,Neutered Male,84.0,4.0,4.0,3.0,11.0,Cross,Short,grey,BiColor,9898
Jade,2013-11-30 18:41:00,Cat,Neutered Male,2 months,Abyssinian Mix,Brown Tabby,1.0,2013,11,5,18,48,30,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,brown,Tabby,9899
Anna,2015-06-29 11:48:00,Dog,Spayed Female,5 years,Pomeranian,Black,1.0,2015,6,0,11,27,29,False,1825.0,Adult,Spayed Female,5.0,1.0,3.0,3.0,16.0,Pure,Short,black,Solid,9900
Knuckles,2014-10-11 15:49:00,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,1.0,2014,10,5,15,41,11,True,2555.0,Senior,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,BiColor,9901
Zeena,2015-08-14 16:17:00,Dog,Spayed Female,5 months,Pit Bull/Boston Terrier,White/Brown Brindle,1.0,2015,8,4,16,33,14,True,155.0,Infant,Spayed Female,39.0,3.0,3.0,3.0,12.0,Cross,Short,rosybrown,TriColor,9902
,2014-09-10 09:00:00,Cat,Intact Female,3 years,Domestic Shorthair,Brown Tabby/White,0.0,2014,9,2,9,37,10,False,1095.0,Young Adult,Intact Female,9.0,1.0,3.0,3.0,16.0,Pure,Short,rosybrown,Tabby,9903
Frio,2016-02-13 15:18:00,Dog,Intact Male,2 years,Australian Shepherd Mix,Red/White,1.0,2016,2,5,15,6,13,True,730.0,Young Adult,Intact Male,50.0,3.0,5.0,3.0,14.0,Mix,Short,salmon,BiColor,9904
Domino,2015-09-28 18:04:00,Dog,Intact Male,5 months,Pit Bull Mix,Black/White,1.0,2015,9,0,18,40,28,False,155.0,Infant,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Long,grey,BiColor,9905
,2014-06-27 17:24:00,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,White/Brown,0.0,2014,6,4,17,26,27,False,155.0,Infant,Neutered Male,6.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,BiColor,9906
,2014-04-06 11:55:00,Cat,Unknown,6 days,Domestic Shorthair Mix,Gray,0.0,2014,4,6,11,14,6,True,6.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Solid,9907
Lucy,2015-08-31 11:52:00,Dog,Intact Female,3 months,Rottweiler Mix,Black/Brown,1.0,2015,8,0,11,36,31,True,93.0,Infant,Intact Female,100.0,5.0,4.0,2.0,9.0,Mix,Medium,maroon,BiColor,9908
,2013-10-23 18:44:00,Dog,Intact Female,8 months,Black Mouth Cur Mix,Red/White,0.0,2013,10,2,18,43,23,False,248.0,Puppy/Kitten,Intact Female,89.0,4.0,4.0,3.0,11.0,Mix,Short,salmon,BiColor,9909
T,2014-08-10 18:56:00,Dog,Intact Male,5 years,Pit Bull Mix,Brown/White,1.0,2014,8,6,18,32,10,True,1825.0,Adult,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,BiColor,9910
Jingles,2015-07-31 14:49:00,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,1.0,2015,7,4,14,31,31,True,730.0,Young Adult,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,rosybrown,Tabby,9911
,2015-12-11 08:09:00,Dog,Intact Female,2 years,Golden Retriever Mix,White,0.0,2015,12,4,8,50,11,True,730.0,Young Adult,Intact Female,65.0,4.0,5.0,5.0,11.0,Mix,Short,white,Solid,9912
Birdie,2014-04-10 18:20:00,Dog,Spayed Female,1 year,Cairn Terrier Mix,White,1.0,2014,4,3,18,15,10,False,365.0,Puppy/Kitten,Spayed Female,14.0,1.0,4.0,3.0,15.0,Mix,Short,white,Solid,9913
Sonny,2016-01-25 14:09:00,Dog,Intact Male,3 years,Chihuahua Shorthair/Yorkshire Terrier,Black/Tan,1.0,2016,1,0,14,4,25,True,1095.0,Young Adult,Intact Male,6.0,1.0,3.0,3.0,15.0,Cross,Short,darkolivegreen,BiColor,9914
Hazel,2013-12-20 17:39:00,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black,1.0,2013,12,4,17,51,20,True,93.0,Infant,Spayed Female,9.0,1.0,3.0,3.0,12.0,Mix,Medium,black,Solid,9915
Rocky,2014-12-16 17:11:00,Dog,Intact Male,2 years,Cairn Terrier Mix,Cream,1.0,2014,12,1,17,51,16,True,730.0,Young Adult,Intact Male,14.0,1.0,4.0,3.0,15.0,Mix,Short,tan,Solid,9916
Gigi,2015-07-06 14:15:00,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,7,0,14,28,6,True,62.0,Infant,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,orange,Tabby,9917
Annie,2015-09-27 12:46:00,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tan/White,1.0,2015,9,6,12,39,27,True,3285.0,Senior,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,wheat,BiColor,9918
Fiona,2015-06-06 16:37:00,Dog,Spayed Female,1 year,Pit Bull Mix,White,1.0,2015,6,5,16,23,6,True,365.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,white,Solid,9919
Otter,2013-12-17 13:22:00,Dog,Neutered Male,1 month,German Shepherd Mix,Black/Brown Brindle,1.0,2013,12,1,13,51,17,True,31.0,Infant,Neutered Male,70.0,4.0,5.0,3.0,12.0,Mix,Short,maroon,TriColor,9920
Chickee,2014-12-18 14:33:00,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor,1.0,2014,12,3,14,51,18,True,730.0,Young Adult,Spayed Female,15.0,2.0,3.0,3.0,16.0,Cross,Short,Not_clear,Solid,9921
,2015-09-01 14:05:00,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue Tabby/White,0.0,2015,9,1,14,36,1,False,21.0,Infant,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,silver,Tabby,9922
Joy,2014-04-28 10:43:00,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,1.0,2014,4,0,10,18,28,False,365.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,15.0,Mix,Short,rosybrown,Tabby,9923
Dos,2015-04-01 13:00:00,Cat,Neutered Male,4 years,Domestic Longhair Mix,Brown Tabby,1.0,2015,4,2,13,14,1,False,1460.0,Adult,Neutered Male,9.0,1.0,3.0,3.0,14.0,Mix,Long,brown,Tabby,9924
Spawn,2015-09-17 11:57:00,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,1.0,2015,9,3,11,38,17,False,1095.0,Young Adult,Intact Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,silver,BiColor,9925
,2015-01-04 12:51:00,Dog,Spayed Female,2 months,Akita Mix,Brown/Black,0.0,2015,1,6,12,1,4,True,62.0,Infant,Spayed Female,105.0,5.0,2.0,2.0,11.0,Mix,Short,maroon,BiColor,9926
,2013-10-14 17:34:00,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White,0.0,2013,10,0,17,42,14,True,186.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,grey,BiColor,9927
Allan,2015-08-13 15:14:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,1.0,2015,8,3,15,33,13,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,black,Solid,9928
Toothless,2014-04-24 13:08:00,Cat,Intact Female,6 months,Domestic Shorthair Mix,Black,1.0,2014,4,3,13,17,24,False,186.0,Puppy/Kitten,Intact Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,9929
Cleo,2014-12-28 09:00:00,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby,1.0,2014,12,6,9,52,28,True,730.0,Young Adult,Intact Female,9.0,1.0,3.0,3.0,12.0,Mix,Short,brown,Tabby,9930
Oso,2015-03-04 18:31:00,Dog,Neutered Male,3 years,German Shepherd Mix,Tan/Black,1.0,2015,3,2,18,10,4,False,1095.0,Young Adult,Neutered Male,70.0,4.0,5.0,3.0,12.0,Mix,Short,darkolivegreen,BiColor,9931
Duke,2015-01-23 18:40:00,Dog,Neutered Male,1 year,Pit Bull Mix,Black,1.0,2015,1,4,18,4,23,True,365.0,Puppy/Kitten,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,black,Solid,9932
Leeloo,2014-07-23 16:59:00,Dog,Spayed Female,1 year,Brittany Mix,Chocolate/White,1.0,2014,7,2,16,30,23,True,365.0,Puppy/Kitten,Spayed Female,38.0,3.0,4.0,4.0,13.0,Mix,Short,rosybrown,BiColor,9933
Oso,2014-09-20 19:14:00,Dog,Intact Male,7 months,Labrador Retriever Mix,White/Tan,1.0,2014,9,5,19,38,20,True,217.0,Puppy/Kitten,Intact Male,68.0,4.0,5.0,4.0,13.0,Mix,Short,wheat,BiColor,9934
Spider Woman,2014-10-14 14:56:00,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,1.0,2014,10,1,14,42,14,False,365.0,Puppy/Kitten,Spayed Female,9.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Tabby,9935
Sandy,2013-10-11 19:14:00,Dog,Spayed Female,8 years,Labrador Retriever/Chow Chow,Tan,1.0,2013,10,4,19,41,11,False,2920.0,Senior,Spayed Female,62.0,4.0,4.0,3.0,14.0,Cross,Short,tan,Solid,9936
,2015-07-21 15:32:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange/White,0.0,2015,7,1,15,30,21,True,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,khaki,BiColor,9937
,2015-05-06 17:48:00,Dog,Neutered Male,1 month,Labrador Retriever/Boxer,White/Cream,0.0,2015,5,2,17,19,6,False,31.0,Infant,Neutered Male,64.0,4.0,4.0,4.0,11.0,Cross,Short,wheat,BiColor,9938
Ginger,2014-11-07 13:05:00,Dog,Spayed Female,4 months,Labrador Retriever Mix,Brown,1.0,2014,11,4,13,45,7,False,124.0,Infant,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,brown,Solid,9939
Meaux,2014-12-27 08:37:00,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black,1.0,2014,12,5,8,52,27,True,365.0,Puppy/Kitten,Spayed Female,70.0,4.0,5.0,3.0,12.0,Mix,Short,darkolivegreen,BiColor,9940
Thaly,2015-07-28 13:45:00,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Tan/Silver,1.0,2015,7,1,13,31,28,True,730.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,14.0,Mix,Short,tan,BiColor,9941
,2015-01-10 09:00:00,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue,0.0,2015,1,5,9,2,10,True,730.0,Young Adult,Intact Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,grey,Solid,9942
Maya,2015-10-22 14:29:00,Dog,Spayed Female,1 year,German Shorthair Pointer Mix,Brown Merle/Brown,1.0,2015,10,3,14,43,22,False,365.0,Puppy/Kitten,Spayed Female,58.0,3.0,4.0,3.0,13.0,Mix,Short,brown,Merle,9943
,2014-07-13 18:42:00,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,0.0,2014,7,6,18,28,13,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,14.0,Pure,Short,brown,Tabby,9944
Gojira,2015-04-15 16:54:00,Dog,Neutered Male,2 months,Akita Mix,Brown/Tricolor,1.0,2015,4,2,16,16,15,False,62.0,Infant,Neutered Male,105.0,5.0,2.0,2.0,11.0,Mix,Medium,brown,BiColor,9945
Jasmine,2014-08-23 13:43:00,Dog,Spayed Female,12 years,Labrador Retriever Mix,Brown,1.0,2014,8,5,13,34,23,True,4380.0,Geriatric,Spayed Female,68.0,4.0,5.0,4.0,13.0,Mix,Short,brown,Solid,9946
,2015-10-31 12:33:00,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0,2015,10,5,12,44,31,True,93.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,15.0,Mix,Short,black,Solid,9947
,2015-10-28 18:13:00,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,White/Brown,0.0,2015,10,2,18,44,28,False,365.0,Puppy/Kitten,Neutered Male,10.0,2.0,4.0,3.0,14.0,Cross,Short,rosybrown,BiColor,9948
Maryanne,2014-12-22 14:22:00,Dog,Spayed Female,10 years,Miniature Schnauzer Mix,Black,1.0,2014,12,0,14,52,22,True,3650.0,Senior,Spayed Female,16.0,2.0,4.0,3.0,13.0,Mix,Short,black,Solid,9949
,2014-06-13 10:56:00,Cat,Unknown,5 months,Domestic Longhair Mix,Black/White,0.0,2014,6,4,10,24,13,False,155.0,Infant,Intact Female,9.0,1.0,3.0,3.0,10.0,Mix,Long,grey,BiColor,9950
Elliot,2014-09-01 15:51:00,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,1.0,2014,9,0,15,36,1,True,1095.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,black,Solid,9951
Whisper,2014-02-25 14:11:00,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,1.0,2014,2,1,14,9,25,False,365.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,11.0,Mix,Short,rosybrown,Tabby,9952
Maxine,2014-07-27 11:45:00,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Brown,1.0,2014,7,6,11,30,27,True,31.0,Infant,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,brown,Solid,9953
Milo,2015-08-16 18:24:00,Dog,Neutered Male,4 months,Labrador Retriever Mix,Brown,1.0,2015,8,6,18,33,16,True,124.0,Infant,Neutered Male,68.0,4.0,5.0,4.0,13.0,Mix,Long,brown,Solid,9954
Aladar,2015-10-07 12:21:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,1.0,2015,10,2,12,41,7,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,orange,Tabby,9955
Hurricane,2015-10-06 13:06:00,Dog,Spayed Female,5 years,Jack Russell Terrier Mix,Brown/White,1.0,2015,10,1,13,41,6,False,1825.0,Adult,Spayed Female,15.0,2.0,3.0,4.0,14.0,Mix,Short,rosybrown,BiColor,9956
Huey,2013-11-22 12:32:00,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby,1.0,2013,11,4,12,47,22,False,31.0,Infant,Intact Male,9.0,1.0,3.0,3.0,14.0,Mix,Short,grey,Tabby,9957
Jack,2014-04-16 12:31:00,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby,1.0,2014,4,2,12,16,16,False,1095.0,Young Adult,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,brown,Tabby,9958
Balu,2015-07-23 16:46:00,Dog,Neutered Male,7 years,Pit Bull Mix,Fawn/White,1.0,2015,7,3,16,30,23,True,2555.0,Senior,Neutered Male,60.0,4.0,3.0,2.0,12.0,Mix,Short,wheat,BiColor,9959
Missy,2013-10-05 13:06:00,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/White,1.0,2013,10,5,13,40,5,True,62.0,Infant,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,rosybrown,BiColor,9960
Lilly,2015-02-23 15:00:00,Dog,Spayed Female,7 months,Australian Cattle Dog Mix,Brown/White,1.0,2015,2,0,15,9,23,False,217.0,Puppy/Kitten,Spayed Female,53.0,3.0,4.0,2.0,13.0,Mix,Short,rosybrown,BiColor,9961
Albert,2013-11-27 16:09:00,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Blue Tabby,1.0,2013,11,2,16,48,27,False,217.0,Puppy/Kitten,Neutered Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,grey,Tabby,9962
,2014-01-20 18:32:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0.0,2014,1,0,18,4,20,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,khaki,Tabby,9963
Missy,2015-08-29 17:27:00,Dog,Spayed Female,9 years,Papillon Mix,Buff,1.0,2015,8,5,17,35,29,True,3285.0,Senior,Spayed Female,8.0,1.0,5.0,4.0,15.0,Mix,Short,tan,Solid,9964
,2014-01-29 17:04:00,Dog,Spayed Female,2 months,Dachshund Mix,Blue Tick/Black,0.0,2014,1,2,17,5,29,True,62.0,Infant,Spayed Female,17.0,2.0,2.0,3.0,14.0,Mix,Medium,darkslategray,BiColor,9965
,2014-09-18 16:58:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0,2014,9,3,16,38,18,False,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,12.0,Mix,Short,orange,Tabby,9966
,2014-07-28 09:00:00,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby,0.0,2014,7,0,9,31,28,True,124.0,Infant,Intact Male,9.0,1.0,3.0,3.0,16.0,Mix,Short,orange,Tabby,9967
Carlo,2014-07-12 20:48:00,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,1.0,2014,7,5,20,28,12,True,62.0,Infant,Neutered Male,9.0,1.0,3.0,3.0,13.0,Mix,Short,tan,Tabby,9968
Nellie,2015-01-12 00:00:00,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White,1.0,2015,1,0,0,3,12,True,1095.0,Young Adult,Spayed Female,6.0,1.0,3.0,3.0,16.0,Mix,Short,grey,BiColor,9969
,2015-05-05 13:26:00,Cat,Unknown,6 days,Domestic Shorthair Mix,Black,0.0,2015,5,1,13,19,5,False,6.0,Infant,Intact Female,9.0,1.0,3.0,3.0,13.0,Mix,Short,black,Solid,9970
King,2014-09-18 10:14:00,Dog,Neutered Male,2 years,Staffordshire Mix,Brown/White,1.0,2014,9,3,10,38,18,False,730.0,Young Adult,Neutered Male,31.0,2.0,2.0,4.0,13.0,Mix,Short,rosybrown,BiColor,9971
Hope,2014-09-24 15:02:00,Dog,Spayed Female,6 months,Catahoula Mix,Chocolate/White,1.0,2014,9,2,15,39,24,False,186.0,Puppy/Kitten,Spayed Female,15.0,2.0,4.0,2.0,14.0,Mix,Short,rosybrown,BiColor,9972
Ophelia,2014-12-07 14:06:00,Dog,Spayed Female,6 months,American Pit Bull Terrier Mix,Brown Brindle/White,1.0,2014,12,6,14,49,7,True,186.0,Puppy/Kitten,Spayed Female,60.0,4.0,3.0,2.0,12.0,Mix,Short,rosybrown,TriColor,9973
Jackson,2015-02-28 18:51:00,Dog,Neutered Male,6 years,American Bulldog Mix,White/Brown Brindle,1.0,2015,2,5,18,9,28,True,2190.0,Adult,Neutered Male,45.0,3.0,2.0,3.0,10.0,Mix,Short,rosybrown,TriColor,9974
