OutcomeType,type,HasName,Year,Month,Weekday,Hour,WeekofYear,DayofMonth,isHoliday,AgeInDaysCategorical,LifeStage,BernoulliSex,AvgWeight(pounds),SizeScore(1to5),Intelligent,Friendliness,MixType,Hair,ReducedPattern,BlendedColor
1,1,0,2,7,6,6,14,3,0,11.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,2,7,1,0,50,20,1,11.0,3.0,0,1.0,1.0,1.0,1.0,0,2.0,2,8.0
3,0,0,2,0,6,3,0,16,0,11.0,3.0,0,3.0,0.0,2.0,1.0,0,?,0,6.0
2,0,0,0,8,3,3,43,14,1,8.0,2.0,0,?,?,?,?,0,?,3,0.0
2,1,0,2,3,2,7,25,15,1,3.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,0,5,2,9,20,0,1,1.0,1.0,1,50.0,5.0,0.0,1.0,0,?,5,17.0
3,0,0,2,8,4,6,30,27,1,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,1,0,10,5,11,21,7,0,6.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,1,0,2,9,2,0,11,1,1,8.0,2.0,0,1.0,1.0,1.0,1.0,2,1.0,2,8.0
2,1,0,2,4,2,3,23,17,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
3,0,1,2,7,2,7,7,21,1,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,2,1.0
3,1,0,2,9,5,7,26,7,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,10,0,12,49,21,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,1,2,9,19,2,1,8.0,2.0,2,6.0,1.0,2.0,1.0,0,1.0,0,5.0
2,0,0,2,6,0,9,48,8,0,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,0,0,0,6,5,7,42,15,0,0.0,0.0,1,5.0,0.0,2.0,1.0,0,?,0,17.0
3,1,1,0,5,6,0,5,17,1,20.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,0,1,3,6,1,27,0,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,1,0,0,1,5,7,44,22,0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,2,7,3,9,35,11,0,1.0,1.0,1,4.0,0.0,2.0,0.0,1,1.0,2,1.0
2,0,0,0,0,3,9,52,6,0,9.0,0.0,1,39.0,0.0,2.0,0.0,1,1.0,0,5.0
0,0,0,0,9,5,0,13,9,0,13.0,1.0,0,13.0,2.0,0.0,0.0,0,?,2,8.0
3,0,0,0,8,2,6,9,19,1,0.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
3,0,0,2,4,1,4,23,29,1,10.0,0.0,1,42.0,2.0,2.0,0.0,1,?,0,4.0
2,1,0,2,4,5,3,4,27,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,0,11,2,6,37,23,1,22.0,4.0,2,2.0,2.0,2.0,2.0,0,?,0,2.0
3,0,0,0,5,4,6,5,20,0,0.0,0.0,3,12.0,0.0,2.0,1.0,1,?,0,4.0
2,0,0,3,2,1,4,22,13,1,11.0,3.0,0,48.0,0.0,0.0,1.0,1,?,2,1.0
2,1,0,0,10,2,1,39,1,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,1,0,4,5,0,12,5,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,0,1,5,11,44,22,0,4.0,2.0,2,1.0,1.0,1.0,1.0,2,3.0,1,5.0
3,1,0,0,9,0,7,40,15,0,22.0,4.0,1,1.0,1.0,1.0,1.0,0,2.0,1,12.0
2,0,0,2,8,6,8,24,6,1,17.0,3.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
2,0,0,0,3,6,9,25,22,1,1.0,1.0,0,45.0,0.0,1.0,1.0,0,?,3,5.0
3,1,0,0,9,4,7,40,14,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,2,5,5,1,7,6,0,8.0,2.0,0,2.0,2.0,2.0,2.0,0,?,3,0.0
3,1,0,2,3,6,6,46,30,1,5.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,1,1,2,5,4,11,7,7,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,2,4.0
0,1,1,0,9,3,9,29,24,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,4.0
2,0,0,2,6,6,4,48,21,1,3.0,2.0,1,19.0,0.0,2.0,1.0,0,?,0,9.0
2,1,0,2,3,1,0,25,14,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
1,0,0,0,8,0,2,30,27,1,12.0,4.0,0,6.0,1.0,2.0,1.0,0,?,0,0.0
3,1,1,0,10,5,11,39,16,0,14.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,0,6,5,3,48,8,0,11.0,3.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,0,0,2,11,5,9,34,8,1,22.0,4.0,1,69.0,1.0,1.0,0.0,0,?,2,1.0
2,0,0,0,1,1,8,21,10,1,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
3,0,1,1,8,2,7,41,6,1,8.0,2.0,3,11.0,2.0,0.0,0.0,0,?,0,3.0
0,0,0,0,4,2,8,19,18,1,12.0,4.0,0,81.0,2.0,2.0,1.0,1,?,0,3.0
3,1,0,2,9,5,3,29,23,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,2.0,1,4.0
3,1,1,2,11,3,11,37,17,1,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,0,2,6,2,1,48,12,1,1.0,1.0,1,20.0,2.0,2.0,1.0,0,?,0,4.0
3,1,1,2,10,6,6,38,17,0,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,1,0,11,3,3,34,11,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,0,2.0
2,1,0,2,9,5,4,29,23,0,13.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,0,0,0,6,1,1,6,7,1,6.0,2.0,3,49.0,2.0,0.0,0.0,1,?,0,4.0
3,1,0,2,0,1,3,8,11,1,5.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
0,0,0,2,11,5,3,37,15,1,5.0,3.0,0,37.0,5.0,1.0,1.0,0,?,0,9.0
3,1,0,2,7,5,1,32,25,0,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,11,5,3,18,0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,0,2.0,3,?
2,0,0,0,10,2,9,17,30,1,8.0,2.0,0,6.0,1.0,2.0,1.0,0,1.0,0,9.0
3,0,0,2,5,0,7,7,28,0,1.0,1.0,2,19.0,0.0,2.0,1.0,2,2.0,0,6.0
3,1,0,0,11,2,6,15,21,1,12.0,4.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,1,0,3,3,6,25,15,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
3,0,1,1,1,0,1,27,23,0,14.0,2.0,2,19.0,0.0,2.0,1.0,0,?,2,15.0
3,1,0,3,2,6,10,45,8,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,1,0,0,2,6,0,22,19,1,14.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,0,2.0
3,0,1,0,6,1,4,42,23,1,8.0,2.0,0,27.0,0.0,2.0,0.0,1,?,0,4.0
0,0,0,3,2,6,0,31,5,1,1.0,1.0,1,5.0,0.0,2.0,1.0,2,?,2,8.0
2,1,0,3,2,4,13,45,12,1,26.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,3,0,1,8,0,17,1,1.0,1.0,1,29.0,5.0,0.0,1.0,0,?,0,4.0
1,1,1,2,2,6,1,16,0,1,15.0,5.0,0,1.0,1.0,1.0,1.0,0,2.0,2,7.0
2,0,0,2,3,4,2,3,16,1,5.0,3.0,0,6.0,1.0,2.0,1.0,0,1.0,0,4.0
2,0,0,1,8,6,9,41,23,1,5.0,3.0,1,54.0,2.0,2.0,0.0,1,?,0,9.0
2,0,0,0,6,2,7,48,11,1,1.0,1.0,0,39.0,0.0,2.0,1.0,1,1.0,0,0.0
3,0,0,0,3,3,7,25,15,1,8.0,2.0,2,11.0,2.0,0.0,0.0,0,?,0,3.0
2,0,0,2,3,6,4,15,24,1,10.0,0.0,1,13.0,2.0,0.0,0.0,0,?,2,5.0
3,0,1,1,8,1,9,41,28,1,5.0,3.0,2,6.0,1.0,2.0,1.0,0,1.0,2,1.0
1,1,1,0,0,2,4,8,11,1,28.0,4.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,2,8,6,2,43,22,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,0,0,2,4,0,0,23,15,0,4.0,2.0,2,5.0,0.0,1.0,0.0,0,?,2,1.0
0,0,0,2,5,0,6,47,4,0,11.0,3.0,1,2.0,2.0,2.0,2.0,0,?,0,6.0
0,0,0,2,10,5,1,49,18,0,22.0,4.0,2,2.0,2.0,2.0,2.0,2,?,0,2.0
3,0,1,0,3,0,3,25,26,1,13.0,1.0,0,27.0,0.0,2.0,0.0,0,?,2,7.0
2,0,1,0,2,0,1,16,4,1,1.0,1.0,1,13.0,2.0,0.0,0.0,0,?,0,0.0
2,0,0,0,6,2,3,36,4,1,1.0,1.0,0,48.0,0.0,2.0,1.0,1,?,3,5.0
0,0,0,0,1,6,3,27,30,0,17.0,3.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
2,1,1,2,10,5,4,38,29,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,4.0
2,0,0,2,0,4,0,8,10,0,9.0,0.0,0,10.0,2.0,2.0,2.0,1,?,0,4.0
3,1,0,2,11,4,7,34,19,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,1,0,0,11,1,4,15,9,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,2.0
2,1,0,1,1,4,4,1,27,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,0,3,1,1,46,24,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,11,2,7,33,28,1,23.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,0,9.0
2,0,1,0,11,6,4,37,15,1,14.0,2.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
2,1,0,2,11,5,0,33,5,1,4.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,2.0
1,0,0,2,0,5,4,8,9,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,3,0.0
2,1,0,2,4,2,4,12,6,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
1,0,1,0,8,6,4,43,4,1,28.0,4.0,2,6.0,1.0,2.0,1.0,0,1.0,0,4.0
0,0,0,2,11,5,1,34,8,1,13.0,1.0,0,6.0,1.0,2.0,1.0,0,?,0,9.0
0,0,0,0,5,6,9,7,6,0,5.0,3.0,3,27.0,0.0,2.0,0.0,1,?,2,7.0
3,1,1,0,7,4,3,35,11,0,0.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,1,1,0,1,0,4,27,29,0,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
1,0,1,1,1,1,3,44,30,1,22.0,4.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,0,1,0,7,3,9,50,23,0,3.0,2.0,2,2.0,2.0,2.0,2.0,0,?,0,5.0
3,0,0,1,1,4,8,1,27,0,5.0,3.0,0,2.0,2.0,2.0,1.0,0,?,0,6.0
2,1,0,0,1,3,9,1,27,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,1,2,1,6,11,1,10,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,0,1,4,8,1,16,0,11.0,3.0,3,13.0,2.0,0.0,0.0,0,?,2,5.0
3,0,0,0,9,1,7,29,28,1,1.0,1.0,0,84.0,3.0,1.0,1.0,0,?,0,6.0
3,1,1,2,9,2,9,29,24,1,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
0,0,0,0,9,2,4,40,17,1,1.0,1.0,1,27.0,0.0,0.0,0.0,0,?,2,7.0
2,1,0,0,9,1,4,32,18,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,?,4,0.0
0,0,0,2,4,5,8,10,9,0,30.0,5.0,1,21.0,5.0,1.0,2.0,0,?,2,5.0
3,1,0,0,3,4,7,15,2,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,0,0,2,7,1,2,7,9,1,13.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,2,8.0
0,0,1,2,8,0,7,41,23,1,22.0,4.0,1,3.0,0.0,2.0,1.0,0,?,0,3.0
2,0,0,2,1,6,0,1,10,0,1.0,1.0,0,2.0,2.0,2.0,1.0,0,?,3,0.0
2,0,1,0,11,6,4,18,3,1,0.0,0.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
3,1,1,0,0,5,4,0,3,0,13.0,1.0,0,1.0,1.0,1.0,1.0,0,3.0,1,5.0
2,0,0,0,6,1,0,48,16,1,1.0,1.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
2,1,0,2,3,2,4,46,5,1,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,0,0,2,1,6,1,44,0,1,10.0,0.0,1,13.0,2.0,0.0,0.0,0,?,0,4.0
2,0,0,2,2,0,4,31,17,1,16.0,4.0,0,6.0,1.0,2.0,1.0,0,1.0,2,5.0
2,0,0,2,10,1,4,39,1,1,14.0,2.0,1,50.0,5.0,0.0,1.0,0,?,0,4.0
0,0,0,2,5,4,9,5,23,0,13.0,1.0,1,30.0,1.0,1.0,0.0,2,?,0,0.0
0,0,0,0,5,3,0,47,15,1,11.0,3.0,1,6.0,1.0,2.0,1.0,2,1.0,2,?
3,0,0,1,8,6,1,30,16,1,13.0,1.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
2,0,0,0,6,4,7,42,30,0,16.0,4.0,1,19.0,0.0,2.0,1.0,2,?,2,15.0
0,0,0,2,7,1,7,32,2,1,13.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,2,1.0
3,0,1,2,9,4,2,40,15,0,20.0,2.0,2,29.0,5.0,0.0,1.0,0,?,0,4.0
1,0,1,2,6,0,9,36,3,0,1.0,1.0,3,6.0,1.0,2.0,1.0,0,1.0,2,5.0
1,1,1,2,5,6,4,20,19,0,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,1,10.0
2,1,0,2,9,1,3,11,22,1,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,0,0,0,0,1,1,8,16,1,12.0,4.0,1,29.0,5.0,0.0,0.0,0,?,0,6.0
3,1,1,0,5,1,4,20,1,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,0,3,0,9,3,16,1,12.0,4.0,0,27.0,0.0,0.0,0.0,0,?,0,10.0
3,1,1,1,1,0,9,1,16,0,8.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,2,3,5,11,15,6,1,13.0,1.0,0,1.0,1.0,1.0,1.0,0,?,1,5.0
3,1,0,0,4,3,3,10,12,0,8.0,2.0,2,1.0,1.0,1.0,1.0,0,2.0,0,4.0
2,1,0,0,4,0,9,23,14,0,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
0,0,0,2,3,5,9,46,17,1,11.0,3.0,1,4.0,0.0,2.0,0.0,1,1.0,0,0.0
3,1,1,2,2,1,11,45,8,1,9.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
2,1,0,0,7,3,11,32,7,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,3.0,1,10.0
3,1,1,1,1,0,7,21,21,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,0,3,0,1,10,2,12,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,?,4,12.0
1,1,1,0,3,3,14,25,15,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,7,0,6,32,24,0,13.0,1.0,0,82.0,3.0,1.0,0.0,0,?,0,9.0
3,1,1,2,0,5,11,8,9,0,0.0,0.0,3,1.0,1.0,1.0,1.0,0,1.0,2,8.0
4,1,1,0,0,0,7,8,10,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,0,1,0,10,1,9,49,12,1,8.0,2.0,0,29.0,5.0,0.0,1.0,0,?,0,4.0
3,1,1,1,1,6,9,1,12,0,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,0,4.0
2,0,0,2,1,3,2,44,26,0,9.0,0.0,1,2.0,2.0,2.0,1.0,0,?,0,10.0
3,0,0,0,11,0,1,37,30,1,11.0,3.0,0,11.0,2.0,0.0,0.0,0,?,0,9.0
2,1,1,1,1,5,0,1,11,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,0,2,11,0,9,34,10,1,3.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,1.0
2,0,0,0,6,4,1,6,24,0,1.0,1.0,0,2.0,2.0,2.0,2.0,2,?,0,10.0
2,0,0,0,0,6,4,52,20,0,8.0,2.0,0,15.0,2.0,2.0,1.0,1,?,2,1.0
2,0,0,0,4,1,6,23,23,1,4.0,2.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
3,0,0,2,4,6,7,4,16,0,0.0,0.0,0,37.0,5.0,1.0,1.0,1,?,2,5.0
3,1,1,2,5,4,4,7,7,0,2.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,0,7,6,6,32,25,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
0,1,0,2,1,6,8,19,25,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,2.0,2,12.0
2,0,0,0,8,3,3,43,14,1,0.0,0.0,0,6.0,1.0,2.0,1.0,0,1.0,0,0.0
3,1,0,0,4,3,3,10,12,0,5.0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0
0,0,0,2,9,2,7,11,1,1,23.0,0.0,0,38.0,5.0,0.0,1.0,0,?,5,0.0
1,0,0,0,7,4,9,35,11,0,28.0,4.0,3,7.0,3.0,0.0,2.0,0,?,0,3.0
2,0,0,0,0,5,8,52,5,0,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,4.0
3,0,0,0,8,0,0,9,9,1,13.0,1.0,2,13.0,2.0,0.0,0.0,0,?,0,2.0
2,1,0,2,3,2,4,25,15,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,1,2,4,6,0,12,23,0,4.0,2.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
3,0,0,1,1,0,4,44,26,0,0.0,0.0,2,6.0,1.0,2.0,1.0,0,1.0,2,1.0
3,1,0,0,8,1,6,43,17,1,15.0,5.0,3,1.0,1.0,1.0,1.0,0,?,4,4.0
2,1,1,2,4,1,7,10,11,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,2,3,1,0,25,14,1,8.0,2.0,1,1.0,1.0,1.0,1.0,0,3.0,2,8.0
0,0,0,2,1,6,0,1,10,0,17.0,3.0,0,19.0,0.0,2.0,1.0,0,?,2,?
2,1,0,0,8,0,8,41,20,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,?,3,?
3,1,0,0,4,1,11,10,16,1,1.0,1.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,0,10,0,4,49,9,0,13.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
1,1,1,0,1,0,1,27,29,0,11.0,3.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
2,0,0,2,3,1,3,3,0,1,1.0,1.0,1,11.0,2.0,0.0,0.0,0,?,0,9.0
3,0,1,3,2,6,6,16,15,1,6.0,2.0,2,13.0,2.0,0.0,0.0,0,?,2,8.0
2,0,0,1,1,1,4,21,19,1,14.0,2.0,1,6.0,1.0,2.0,1.0,0,1.0,0,0.0
0,0,0,2,6,3,0,36,1,0,16.0,4.0,1,6.0,1.0,2.0,1.0,0,1.0,2,1.0
1,1,1,0,5,3,11,20,3,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,2,8.0
2,1,0,3,2,1,0,16,20,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,0,0,1,8,5,8,43,13,1,0.0,0.0,0,11.0,2.0,0.0,0.0,0,?,0,3.0
3,0,1,1,1,5,3,44,4,0,0.0,0.0,3,25.0,5.0,0.0,1.0,0,?,0,9.0
3,1,1,2,9,0,1,40,13,0,20.0,2.0,2,1.0,1.0,1.0,1.0,2,1.0,0,2.0
3,1,1,0,4,0,11,10,10,0,26.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,2,4.0
0,0,0,1,8,0,6,9,8,1,1.0,1.0,1,20.0,2.0,0.0,0.0,1,?,2,5.0
3,1,1,2,2,3,11,2,7,1,6.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,12.0
0,1,0,2,10,6,6,21,6,0,28.0,4.0,3,1.0,1.0,1.0,1.0,0,?,4,5.0
2,0,0,0,0,1,6,51,23,1,23.0,0.0,0,8.0,2.0,0.0,0.0,0,?,0,4.0
3,1,0,2,8,1,1,9,19,1,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,1.0
3,0,0,0,11,2,4,37,23,1,0.0,0.0,1,85.0,0.0,2.0,2.0,0,?,0,3.0
0,0,0,0,2,4,12,16,26,1,19.0,5.0,2,0.0,0.0,1.0,0.0,0,?,0,10.0
3,1,1,2,11,3,0,18,22,1,2.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,0,2,4,3,6,23,30,0,6.0,2.0,1,1.0,1.0,1.0,1.0,0,2.0,1,5.0
3,0,0,0,11,2,1,18,26,1,23.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,4.0
2,1,0,0,3,2,1,46,25,1,3.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,0,2.0
3,1,0,2,11,0,3,33,25,1,8.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,5.0
2,1,0,2,10,1,0,49,19,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,0,4.0
3,0,0,0,1,6,7,44,1,1,13.0,1.0,0,6.0,1.0,2.0,1.0,0,1.0,0,10.0
3,0,0,3,0,0,10,0,13,0,1.0,1.0,1,2.0,2.0,2.0,2.0,0,?,0,0.0
2,0,0,2,11,1,3,37,23,1,13.0,1.0,1,13.0,2.0,0.0,0.0,0,?,2,14.0
0,0,0,0,8,2,0,9,19,1,11.0,3.0,0,2.0,2.0,2.0,2.0,0,?,0,2.0
3,0,0,2,8,1,7,30,1,1,8.0,2.0,2,109.0,2.0,1.0,1.0,1,?,0,4.0
0,0,0,1,1,0,2,21,21,0,16.0,4.0,0,2.0,2.0,2.0,1.0,0,?,0,10.0
3,1,1,0,11,1,6,37,20,1,24.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,1,1,2,1,21,10,1,31.0,2.0,3,1.0,1.0,1.0,1.0,0,?,3,?
3,0,0,2,11,4,9,18,1,1,0.0,0.0,0,19.0,0.0,2.0,0.0,1,1.0,0,0.0
3,1,0,1,1,3,3,44,15,0,10.0,0.0,1,1.0,1.0,1.0,1.0,0,?,4,?
3,1,1,2,4,5,2,12,20,0,10.0,0.0,2,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,1,0,2,11,2,6,18,4,1,0.0,0.0,1,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,0,0,0,5,5,3,7,28,0,1.0,1.0,1,29.0,5.0,0.0,1.0,0,?,0,4.0
3,0,0,2,4,3,8,4,1,0,13.0,1.0,1,33.0,5.0,2.0,0.0,0,?,0,7.0
3,0,0,1,8,3,3,9,19,1,14.0,2.0,2,29.0,5.0,1.0,2.0,2,?,0,10.0
2,0,0,2,2,6,4,22,10,1,9.0,0.0,1,2.0,2.0,2.0,2.0,0,?,0,2.0
2,1,0,2,3,0,11,46,29,1,6.0,2.0,0,1.0,1.0,1.0,1.0,0,3.0,1,2.0
1,1,1,3,0,4,12,0,15,0,6.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,0.0
2,1,0,2,3,4,0,15,7,1,6.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
3,1,1,0,6,6,6,48,9,0,1.0,1.0,3,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,0,10,6,0,38,29,0,13.0,1.0,0,42.0,2.0,2.0,1.0,1,?,2,8.0
2,0,0,0,4,3,9,12,6,1,0.0,0.0,1,20.0,2.0,2.0,1.0,1,?,2,4.0
3,0,0,2,11,4,9,34,19,1,22.0,4.0,0,45.0,0.0,0.0,1.0,2,?,2,?
2,1,0,0,1,4,3,19,7,0,13.0,1.0,1,1.0,1.0,1.0,1.0,0,1.0,3,?
2,0,0,1,1,1,1,1,1,1,1.0,1.0,0,2.0,2.0,2.0,2.0,1,?,0,6.0
3,1,1,3,0,4,2,8,3,0,?,?,3,1.0,1.0,1.0,1.0,0,1.0,1,0.0
3,1,1,0,10,6,9,39,11,0,7.0,2.0,2,1.0,1.0,1.0,1.0,0,1.0,1,10.0
3,1,1,1,8,5,6,45,2,1,1.0,1.0,2,1.0,1.0,1.0,1.0,0,1.0,1,12.0
3,1,0,2,1,0,7,1,12,0,0.0,0.0,1,1.0,1.0,1.0,1.0,0,3.0,3,?
2,0,0,2,6,2,4,48,12,1,1.0,1.0,1,63.0,5.0,2.0,1.0,2,?,2,15.0
3,1,0,2,1,0,1,1,12,0,14.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,1,11.0
0,0,0,1,4,5,0,12,25,0,26.0,0.0,1,13.0,2.0,0.0,0.0,0,?,2,8.0
2,1,0,2,6,2,4,6,6,1,8.0,2.0,0,1.0,1.0,1.0,1.0,0,1.0,2,8.0
0,0,0,2,2,6,0,22,10,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,2,8.0
2,0,0,3,0,2,7,2,19,1,0.0,0.0,0,2.0,2.0,2.0,2.0,0,?,0,0.0
2,1,0,2,4,6,4,12,23,0,8.0,2.0,1,1.0,1.0,1.0,1.0,0,1.0,1,5.0
3,1,1,2,7,0,2,32,24,0,7.0,2.0,3,1.0,1.0,1.0,1.0,0,1.0,1,5.0
0,0,0,0,0,4,0,8,19,0,5.0,3.0,1,8.0,2.0,0.0,0.0,0,?,0,4.0
3,0,1,1,4,3,6,10,11,0,8.0,2.0,2,34.0,2.0,0.0,1.0,1,?,2,8.0
3,0,0,0,5,2,1,47,14,1,11.0,3.0,3,6.0,1.0,2.0,1.0,0,1.0,2,1.0
2,1,0,2,10,5,4,21,28,0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,1,0.0
